Ratings,Reviews
3.0,"Very good and cute neighborhood spot in the Castro.  I had squash blossom risotto, which the server helpfully noted could be made non-vegan if I was not vegan, so used cheese and butter.  I think that helped a lot.  Fried green tomatoes on the side were also lovely.  Everything was very nice--nothing out of this world, but all very good.  Service was excellent."
4.0,"We had a date night here tonight and the food was fabulous from beginning to end.  We started with the gem salad with green goddess dressing and ahi tuna salad.  Both salads were superb.  Our main courses were the lamb and the pot roast.  The lamb was medium rare and tender.  The pot roast was beefy and tender.  Delicious.  Dessert was the dark chocolate mousse with caramel whipped cream, and sourdough bread pudding in a cherry sauce.  Wonderful.Don't hesitate - go eat here.  You won't be sorry.Oh, service was also terrific from the greeting from the host to our server to the man who prepared our salads and desserts.  We ate at the counter.  The food was prepped and plated carefully and presented well.  We'll be returning."
5.0,DELICIOUS!! We shared the cucumber watermelon salad- very refreshing. Artichoke with Crab appetizer was perfectly cooked & lots of crab! The salmon entree with Fava beans was a nice portion & very flavorful! We finished off with the lava habanero cake for dessert- had the perfect heat . to top it off our waitress was fabulous! I don't remember her name- but she was great. I wish I could afford to eat there every night! Thank you Fable for being one of the few restaurants in the Castro that rocks!!! See you soon!!!
4.0,"My wife and I tried Fable for the first time over the weekend and based on our experience it deserves the great reviews. Here are some of the highlights: The ambiance is warm and inviting. Fable's dining area is an intimate space, with interesting etched glass windows and dark wood throughout. We had a cozy table for two, and although the noise level was ""energetic,"" we never felt like we had to shout at each other to enjoy our conversation (over a great bottle of wine). The food was very good. We started with some wonderful figs with Maytag blue cheese, and for entrees, my wife had a cod dish over risotto, and I had the center cut pork chop. We also shared a dish of the caramelized Brussel sprouts. Everything was excellent. (The deserts were good, but unmemorable - definitely not the highlight of the meal).  We had a couple of minor mix-ups with our orders, otherwise, we would have given Fable 5 stars. The waitstaff was eager to please, though, and offered us our desserts for free, which was very much appreciated.Regardless, based on this one experience, I would definitely recommend this place to friends and it's likely that we'll be going back at some point."
1.0,"Its a pity we didn't even get to eat here and I'm having to write a one star review. My husband and I were super excited about coming here for dinner. As we were walking in, the menu at the door caught my eye and I got engrossed in reading it. My husband in the meantime walked in and asked to be seated and asked where the bathroom was. And to his surprise, the dapper looking black host refused to let him go to the bathroom till we ordered our food. I stood at the door, in disbelief and stunned at his rudeness. I told my husband right away that I didn't want to dine at a place where they treat their customers like this. The host made no effort to apologize or stop us, in fact, as we left he said ""Have a good day"" in his best mocking voice."
3.0,"The service was excellent, making a reservation was no problem and easy. When my party arrived, you immediately notice all the adult-take of fable characters spread across the whole restaurant. The restaurant is a long narrow space that stretches all the way in and ends at an outdoor patio space. I liked the decor, it's very sophisticated, but yet somewhat playful. Upon our arrival, they let us know that their restaurant was packed so while our table was ready, we were short a chair. That left us one girl standing for awhile until someone managed to bring a chair over. Mind you, that was about 15 minutes after our arrival. As an apology, they have offered to give us either complimentary wine or dessert.The table ordered the beet-loaf, duck, and the pork chops, and the chicken. The chicken was a little dry so that wasn't the favorite. The beet-loaf was interesting. It has a bit of a sour tone to it, but I can't say it's completely disgusting. It's definitely interesting, I really don't know how else to describe it. The duck was decent, not the best nor worst. The cauliflower and asparagus side dishes were good. Overall, the food was not bad, the owner comp our dessert so that was nice of them to make up for their mistake.Not a bad place and I wouldn't mind returning, but in order to earn more stars from me, they need to step up their game."
5.0,"My partner and I were in San Francisco for Pride and we stumbled upon Fable while exploring the Castro. We walked in and needed no reservations. That was a plus. Lol. We were seated in their cute patio out back, which not many restaurants have in the area. We had a bottle of wine and ordered the Artichoke hearts with aioli and shrimp sauce. It was great. For our main meals we had salads. The Little Gem Salad(my partners) and I had some Cucumber Yogurt Salad and it was GREAT!!!!! We also shard their 3 cheese baked pasta. All in all I recommended this place to everyone. Cute atmosphere."
4.0,"My honey took me here for my birthday.  It was fabulous! The service was outstanding, and all our entre were superb and on point.  I really loved their duck salad and their chocolate mouse dessert.  The interior is romantic and classy but casual enough to make you feel at home.  We will definitely be back and I highly recommend!"
4.0,"We came here for brunch.The friendly service was the highlight, with a nice atmosphere. It was disappointing that it came up as a vegan choice on yelp, but there were no vegan options on the menu. This left me with toast, avocado and a fruit cup. The non vegans with me were very happy with their food."
4.0,"I ate at Fable while visiting San Francisco with my family. We all have different tastes (and there is a vegetarian) so selecting a place to eat that has good proteins and vegetarian options can be tricky. Fable reviews looked good (thanks, yelp!) so we stopped in. We didn't have a reservation, but the receptionist was helpful in finding us a group seating at the bar. We were seated, and then a corner freed up so they suggested we move so we could talk easier.I don't have enough good things to say about the staff -- our server was excellent and made sure we had everything we needed to enjoy the food.The food. I got pork belly and scallops. The scallops were cooked perfectly. By the end of the meal, not one bit of food was left on anyone's plate. Success!"
4.0,"I came here for a girls dinner in December, and my cioppino was amazing.  Some may not enjoy the fact that the crab has to be cracked, but I dug right in.  We shared a bunch of appetizers that were also delicious.  Thumbs up."
1.0,"Requested patio seating in reservation made on open table. Got to restaurant party ahead of us did not have reservation, but knew a line cook; that party was seated on patio where we had requested. When this was pointed out to maître d' after checking OpenTable he came back and admitted that yes, we had requested the patio. Maître d' blamed it on oversight, offered to move tables to patio, which would have been extremely obtrusive, excessive, and embarrassing. No other effort was made to remedy this grievous and egregious oversight on the part of the inadequate management; visit Fablle only if you know one of employees and want a good table. Food is adequate, there are other restaurants in the neighborhood with equal or better food and superior service. Do not go to this restaurant. Bad bad bad experience all around."
5.0,"I had an absolutely fantastic experience at Fable Sunday night. We actually only discovered that they've been open for a little while now by checking the web. It was a wonderful surprise to have a new restaurant open in our hood and to find that the food was so good. Plus, they've really improved the decor and ambience of this space. Someone has a good eye for presentation and it shows.We had a couple rounds of tasty wine to accompany our appetizer and main courses. We shared the special soft crab mixed salad, which was fresh, well-seasoned, and just enough to tide us over 'til the main event. I had the pot roast, he had the wild salmon and neither could have been more content. The pot roast was obviously carefully slow roasted and produced a really tasty gravy to dip the mashed potatoes and veggies in. There were carrots, asparagus, fava beans, and I believe tiny cherries. It was awesome! Ordinarily I would pass on dessert but I figured I had to top off such a pleasant experience with something sweet. The chocolate mousse w/ salted caramel whipped cream fit the bill. It was light but such a nice treat.All in all, Fable is great and we will definitely be returning soon!"
4.0,Great place. Really nice outdoor eating area in the back of the restaurant. All of our plates were really delicious but the roast duck special and the soft shell crab sliders were particularly good. The staff are really friendly and give great service. Matt took good care of us and we had a fun evening.
4.0,"Good place and the chef and staff are really making a 100 percent effort.  Reservations definitely recommended.It's nice to see the restaurant scene in the Castro starting to improve with the additions of Starbelly, Frances and now Fable in the past few years."
5.0,"Fable, how have I forgotten to review you?Fable is awesome.  Jon in the kitchen is amazing and Eric runs the dinning room.  The service is professional, and relaxed.  Food is quality, interesting, and delicious.   I've enjoyed dinner here a few times and each time it gets better.  Keep up the good work boys, thank you."
5.0,Top notch all the way. Chef Victor has created an excellent dining experience with Farm to Table perfection. Victor had mentioned that Ben Robert craft butcher @ Gambrell's in Daly City  are using some of the same purveyors. It was quite evident in that Ben's meats are excellent. The menu is eclectic and delicious. My wife Patricia and daughter Gina were very happy with this unique and delicious dining experience. Will visit Fable's real soon!
1.0,I've heard lots about this place so needed to try it out for myself. Our server was a bit spacey and rather inattentive. Water never put down and asking for butter was took about 30 minutes. Also to make bad things worse we were still working on appetizers when our entrees arrived. The icing on the cake was when we were told we weren't allowed to continue drinking our wine after 9pm!! The food was good but the service was unacceptable. I now understand why this place is regularly empty. There are too many good food options in SF for this place to be around.
1.0,"Brunch today was tasty, but service was terrible.  3 of us arrived shortly after 11 and were seated even though we did not have a reservation. We acknowledged that we could be finished by 12.  Orders were taken, coffee poured, and we did not see the serving person Nikki again.  We asked three times for coffee refill and twice for outside heater to be turned on.   Another server finally poured more coffee.  We had to ask twice for syrup for pancakes.  Virtually no service from our desinated server...thank gooness for the male busser."
5.0,"By far the best brunch i've had in years. This place completely surprised me. It opened with no fanfare, and the food was only decent at first, but it's consistently become better and better, to the point where it's my new favorite restaurant in the area, alongside Frances. Their brunch service must have just started a couple months ago, when they opened the huge patio in the back. Beautiful garden, great service, incredible brunch (and very good dinner)."
5.0,"I've written a review about Fable before, I feel compelled to write another. I went last night with 3 friends and it was insanely delicious. We started with Lamb meatballs and Deviled Eggs (a special) ...they were both mouth-watering! The Deviled Eggs were something like I've never seen. They had Roe eggs on top, it might sound strange but trust me, they were fantastic. I had Salmon for my entree. It was served encrusted in delicious herbs, I wish I recall what herbs to share on this review but...the salmon was served over a type of pancake and in between the pancake and salmon were grilled greens. HOLY SCHMOLY...sooooo fantastic!!!"
4.0,I enjoy the Castro on the weekend. A lot of people are out and having a good time. My friend and I decided to try out Fable based on the Yelp reviews. We had a late reservation. The restaurant is cute and intimate. Our service was great. Ordered:Heirloom tomato salad and pork cheeks salad. Both very good. Tomato salad was refreshing and pork cheeks was tasty.Salmon was cooked medium rare over vegetale & rice. Healthy and delightful.Brussel sprouts and White Corn side dishes were a compliment to our dinner.Coconut cream cake with berries and Baked peach cobbler were amazing. Save the best for last. Service was welcoming! Great find!
5.0,Unbelievably delicious and HEALTHY! So rare to find that combo! The ambiance was so cozy and romantic...totally forgot I was in a city. Very welcoming service and the patio is adorable. This one is on my list of favorite date spots in the city.
5.0,I love this place. The portions and quality match the cost. The wine selection is great. The service is great. I've been there twice: Once with a group on their gorgeous patio and once with the misses on a weekend date. It's one of my favorite places in the city. Everything I've had there I enjoyed.
5.0,"Very nice brunch here today with friends. The service was really efficient and friendly. And the food was great. It's hard to make an impressive omelet but today's was fantastic. Really light and fluffy - enough so to make we want to write a review about it! Also, they offer you to order 1 pancake (for just 3bucks) and it was nicely plated with pecans and a dusting of powdered sugar and syrup. Tasted kind of crepe like. So delicious!I've been here before and should get back more often."
4.0,"This is a neighborhood gem. Which is good because the neighborhood needs more gems. The menu is constantly changing and very well thought through. Wine list is good and matches the fare well. If this restaurant only had a full bar, it would be close to perfect. Service is very good, attentive but not overly present."
5.0,"i read about this place and the reviews were so true! place is adorable, breakfast was epic, and exactly all the choices we wanted. you have to get the pancakes, they're the best i've ever had!!"
2.0,"Cute place for a brunch except for the service. The food was good but it took an hour to come out. The waitress kept forgetting about us and didn't bring drinks until right before the food. At one point, she said someone poured the drinks for her but she never brought it. Took an half hour after that as I watched her make the drinks. We had to flag down waitstaff multiple time to ask when the food/drinks are coming. Maybe this is a one off but the service was just plain bad."
5.0,"Went for my birthday... The cioppino..... One of the best restaurants I have been to in a long time, everything we order and the service was on point. Can't wait to go back..."
5.0,Pretty much the best option for a nice dinner in the Castro. It's not as hard to get a reservation (ahem Frances) and the price point is fair. It's very cozy inside but it never felt cramped. Service was five-star and I appreciated that they could accommodate our dietary restrictions.
4.0,"Really great little place; In the old Luna spot. great decor- Fable focused paintings line the walls. Excellent Service. Dinner for four included:Pork Chop - DeliciousCrispy Chicken - EXCELLENTPea Soup - DeliciousRoasted Artichoke - Good (slightly bitter)Mac & Cheese - EXCELLENTChocolate Mousse - Good, slightly dense for a mousseDef worth trying out. The patio should be open late summer. Would have a loved a full bar. Beer & Wine only.  Maybe the Menu items could reference Fables:Mary had a Little Lamb Stewthis little piggy pork chopcrispy chicken little.:) Def going back."
4.0,"Heating lamps were too hot out back, but the pork chop was very good"
4.0,"This place is great! We went here for dinner and sat outside, I had the rabbit dish. It is  a bit pricey but we had an amazing meal and a great experience. The decor is super cute. I would recommend it for a date night or small group."
4.0,"Nice, cute restaurant. The appetizers were really good, but the main courses were a bit skimpy. Felt like the size of my main was similar to that of the appetizer pork cheeks. Overall, the dishes tasted good but nothing mind blowing."
5.0,"Great food, great atmosphere, great service! Highly recommend. They also have patio seating which would be lovely on a nice day."
3.0,"Delicious food and great service, but don't ask the waitress for a wine recommendation. Or if you do, ask her the price. We ordered the wine she suggested, discovering at the end of the meal that it was the most expensive bottle they offer. I nearly threw up when I got the bill. As much as I enjoyed the meal, I won't be back because that feeling of having been burned will linger."
2.0,"Service was very good.  Expensive food, there are other places to try.  This was my second time there.  $26 small pork chop, asked for med, got rare.  Very little food, very BIG price.  I guess that's why it's a ""Fable""."
5.0,"All around excellent.  Well crafted menu, great appetizers, really dense rich dessert. Service was excellent and friendly but not overwhelming.  Only complaint is the table in the hall way are cramped and near the bathroom.  Considering the interior space that's inevitable.  Going to come back soon for brunch.  Definitely recommend."
5.0,"Honestly DELICIOUS! Cutesy romantic little neighborhood vibe place.  It's an amazing find, and not overrun or uber trendified. Great wine list. Nice waiter. Food was outstanding. Caesar with little gem lettuce was zesty and the chicken stuffed w spinach and gruyere was cooked to perfection. I WILL BE BACK...often!"
5.0,"This restaurant totally surprised me... In a good way!!!First of all, having spent plenty of time in the Castro specifically and in lots of SF restaurants generally, this one was not even on my list of great places to try (I keep a running list- don't you???) Boy it should have been!To start with, the restaurant is adorable on the inside- I'd go back just to sit at the bar and enjoy the food! The food was 4stars, all the way. It stands on it's own just for the strength of the food- definitely on par with any restaurant I've tried in the 2yrs I've lived in the bay (and there have been many!) The only reason for the 4star instead of 5 was the deviled eggs appetizer was a miss for me. We ordered 4 appetizers to share, plus an entree, and all the others were near perfect. However- add on the impeccable service, plus the great staff, and Fable stands apart. This is the very first 5star I've given on Yelp, and it is well deserved. Then, the owner asked about our service on the way out, and gave us a tour of the place, replete with the back patio that will open soon. Too bad no live music because of neighbors, but it promises to be great!I highly recommend Fable, and will be back often!"
4.0,"The food was delicious! Due to a private party, the service was really slow, but otherwise it was a great dinner."
2.0,"This place is really hit or miss.  Went here for dinner last year and it was enjoyable.  This time around, went for brunch and service was not that great and the food was not that good - who runs out of bloody mary mix over weekend brunch? They didn't seem that busy to me either.  It was hard to catch our waiter's eye and when we asked for something, he would forget.  Luckily one of the other waiters was more on top of things and was able to grab what we needed.  Also, the host was sweating so hard that he was emitting B.O., which was quite unpleasant when he would walk by us.  I don't think we'll be back."
5.0,Excellent meal and service last nice. Great for sharing. Price point is reasonable. Glad that the Castro is getting some decent restaurants.
4.0,"I really enjoy my dining experience here. The food was great, and the wait staff was really friendly and accommodating. I would totally recommend this restaurant."
4.0,"Love the storybook idea but it only applied to the font on the menu. I was hoping there would be more of a Fable theme in the restaurant but then I guess it could veer into super cheesy. Get the quinoa stuffed portobello mushroom, beautifully charred and offset with some kind of tangy/creamy sauce and grilled squashes.Waitstaff is incredible. So helpful and courteous."
3.0,"Actually there is nothing to complain about, but somehow something is missing. We went twice already but I'm not a big fan. It's a little pricey for relatively boring food. I got lucky, the pork belly is great, but the stuff my friends got looked and tasted really boring."
5.0,"We had a reservation for 6, arrived at 645 and told the staff we had an event at 8. We were seated ate some delicious food and still made it to our show:). Thank you Eric for being so sweet! Il definitely return"
4.0,"The new Castro restaurant Fable was really good.  Food tends to have bold flavors with some creativity.  Service was good too.  Seating is a bit hard due to demand.  Special fried soft shell crab was very tasty.  Tuna tartare was some of the best I've tried.  Leg of lamb was good and the blue cheese broccoli gratin was quite flavorful.  Usually don't do dessert, but the bitter sweet chocolate Carmel moose with sea salt was worth the $7.  Overall great choice if you can get in."
4.0,Foood is delicious. Wine is really great. Ambience is fun.
4.0,"Fable is a great choice for brunch if you find yourself in the Castro on a weekend morning. It's conveniently located between 18th & 19th on Castro, so street parking can be tough, but if you go up the hill toward Noe a bit, you may get lucky. The brunch food is fresh and well prepared and the servers are super sweet. There are a couple of tables on the front sidewalk, but the best seats are on the often sunny back patio. They're also open for dinner, though I think brunch is the better kept secret."
4.0,"We had to wait 30 minutes past our reservation time but the staff was apologetic about the wait.  Other than that glitch, we had a great dinner here.The braised pork cheeks were my favorite, though they are very mustard-y.  The kale/apple/shallot mix that accompanies it was really refreshing, I could probably eat a whole bowl of that alone.I got the crispy skinned chicken breast as my main.  I didn't find the chicken to be particularly remarkable but I did like the strawberry salad on the side.Finally, we shared a chocolate mousse, and the salt on top (I think it was chipotle salt? not sure) was a nice added touch.The restaurant is adorably decorated inside.  Great date place, not so much for groups."
5.0,"So goooood!  One of those places where anything you try on the menu is really good.  Great, refreshingly innovative dishes.   Really nice staff, too!  The waiter was patient and advised us what to order when we had to dine quick!"
3.0,Cioppino was the winner entree but steak could have been a bit more flavorful. Service is good and resto has a cozy feeling into it.
5.0,"The boyfriend and I had a wonderful dinner here. Still recovering from the gaping hole left from the demise of Luna, we finally dropped by Fable for dinner. We sat at the bar, by choice, and truly enjoyed ourselves. The pork cheeks were delicious, the pot roast savory and indulgent, and the duck was crispy-skinned, savory goodness. We followed all of this with a glass of hearty Cabernet and the chocolate mousse, both of which were fantastic and perfectly paired. The service was attentive and fun, the conversation with John (part owner & chef) was insightful and lovely. I couldn't be more positive about this place.. I truly hope it sticks around, as I'm sure it will become a regular visit for us. Catch, Poesia, & others in the Castro just got some competition...and we're glad to have it!"
2.0,"Came for Sunday Brunch having made a reservation at 1:00 for 1:30. We were seated after a 5 minute wait. The waiter stopped by and then disappeared for 20 minutes before taking our order. We make our lemonade with lime, is that ok?  No, if I wanted limeade, I wouldn't have asked for lemonade. 30 more minutes before the food arrives. It took 2 requests to get ketchup. The burger was awesome, if a bit over cooked. Husband liked his salad but not worth $45 and the horrible service."
5.0,"Finally made it back to Fable and they did not disappoint.  Again, great  food made with fresh, quality ingredients put together by a passionate chef results in a tasty and most enjoyable dining experience."
3.0,"I spent a good bit of time trying to decide between four stars and three. Let's list the good and the not so good:Good - *The pork cheek appetizer was excellent. It was the first time in my life that I've actually enjoyed kale.*Friendly staff*Meat of duck cooked a nice medium. I love duck, but hate when it's cooked to well done. Plus, the fat was rendered out properly as well.*Tasty chocolate mousse, and could tell it was fresh since mousse gets rubbery if it sits too long.Not so good - *Duck was slightly underseasoned, and skin wasn't crispy.*The latter was probably due to the sauce not really qualifying as such since it was a pool of watery bitter apple juice pooled at the bottom of the plate.*Which may have contributed to the accompanying lentils being waterlogged as well as grossly overcooked. They were closer to a puree state than anything.*As my meal progressed, my server came less and less often (though the restaurant was clearing out as it was past 10), leaving me staring at my plates or the counter. I said a word about it to one of the staff who turned out to be the owner, and was then practically bombarded with service, including comp'ing my dessert because of what had happened. - And a recommendation for your next staff meeting, make sure you have a policy on communicating the comp'ing to the guest, as I was told by both the server and the owner that they were personally buying me the mousse. (Does that mean I get two? :D)*Good thing I checked my bill because they had accidentally charged two bottles of wine that I had not ordered to my check, tripling it.I realize that the service errors listed above are all due to Fable being open a grand total of 5 days, thus this being their first Saturday night. I was still a good girl though and made sure to tip the pre-comp'd-dessert amount. My overall impression was ""good, but there are some things to fix"", and I figure a three star rating aptly describes my experience."
3.0,"The service was good. The food looked amazing and done right, but just tasted okay. Watching people try to open the front door with a bad lock/handle was definitely entertaining."
4.0,"had an awesome dinner saturday night, a last minute decision since our other restaurant choice up the street was packed. like oysters in a can packed. we did not want to wait so we crossed the street and found Fable by chance..Fable was closing soon, but they accomodated us without any hesitation, which was nice. we were the last ones in and the last ones out but we did not feel rushed whatsoever. so lots of points for that. waitstaff was attentive and polite.there were two of us and we each ordered apps and entrees and dessert. we decided to forgo any wine, but the list looks quite nice. instead i had a great burdock and dandelion soda, very interesting. not overly sweet, which was great. my salad was amazing. fresh and flavorful, lettuces crisp, the bleu cheese not overpowering, the beets on the side deeply imbued with natural, intense beet flavor -- not pickled or sugary. my friend's crab n mac n cheese was awesome as well, i had a few bites.friend had Mary's fried chicken and it was excellent. i went with the special that night, which was fusilli with prawns and RADISHES... i thought, radishes? would they be raw, slivered thinly and sprinkled on top? well, they were fresh, but cooked a bit and incorporated into the dish. they offered a still-crunchy bite. the sauce was amazingly tasty with a subtle buttery finish. it did NOT contain any cheese, which was a plus. i'm a fan of cheese on pasta but prefer shellfish or fish pasta dishes without cheese.dessert was great too: my friend said it was the german chocolate cake he'd ever had, and my goat cheese cheese cake with raspberries was a perfect finishing touch. it was different, of course, but i loved the slightly musty tang that the goat cheese provided.so i may have to come back just to check out the back patio dining area,, which looks like it would be a lovely brunch option... all in all, Fable is a definite bright spot on castro street as far as food is concerned. decor was cheeky and hip, the antler lamps were interesting, as were the comical animal prints, art deco inspired animal etched mirrors, etc...will definitely be coming back!"
4.0,"I'm so happy to have another great restaurant in the Castro! The cauliflower soup was great and I'll definitely be back again for the duck.  - Great staff, great atmosphere - you've got to try it!"
5.0,"I wandered into this place last weekend. What a great addition to the restaurant options in the Castro.  Happy staff, yummy menu. Two thumbs up on the pancetta & mushroom tart and the pork cheeks!They have a huge patio out back but I was informed that wont be open for a few months. Just in time for the good weather."
5.0,"Stylish, yet casual.  Absolutely terrific modern American food with some nice little twists.  Service is warm yet professional.  An outstanding addition to the neighborhood!"
5.0,"I wanted to try this new restaurant in the Castro, so I dragged the BF to Fable. After a rocky start (we had to wait over 45 minutes for a table for two), we were very, very pleasantly surprised by the very nice and attentive waitress and the taste of every dish we had. We had the melon and avocado salad, tuna tartare with (tr especially yummy) crostini, pork chop, and sautéed white corn.  We finished it with the strawberry rhubarb crisp!  I cannot say anything negative about the food or the service!  I am so glad it is there and will most definitely return soon!"
5.0,I'm a 9 year old and I had the best food ever here all the food was delicious and the owner knows my family. And the people who had a terrible time here TRY IT AGAIN!!!
5.0,"Excellent food, excellent service. Nice, intimate ambience. Really enjoyed all of the food - from salad to desert. My date and I tried two different deserts, both of which were delicious and had a touch of an unexpected flavor that worked really well. Can't afford to eat here regularly (yet), but will come back sometime."
3.0,Cozy backyard!  It was a little cold but the heat lamps worked well.  Food was good and well prepared.  Wine recommended was good too.  Service was excellent.  They had to stop serving alcohol after 10pm due to neighbors.  Will be back if in the area.
5.0,Wow! Great food and great service!  Loved the pork chop! Everything we had was fresh and cooked just perfectly.  Can't wait for the back deck to open up.
5.0,"Yum! Glad for a great new restaurant in the neighborhood! Hopefully other places will step up their game. Nice space. Food was excellent, service is friendly and professional."
5.0,"I'm reluctant to write the review, because I don't want the place to become so popular I can't get in again.    A great addition to a neighborhood desperately in need of good dining options.  The service was very attentive, the food very good, the atmosphere fun.  It is a small space, but a good vibe.  Eric, the owner, was on the ball working the place making sure everything was going well.  Give it a try"
2.0,"The food is very good. The patio is a nice setting--very San Francisco. The waiter, however, was shut down and cold. In spite of the him, we enjoyed our meal."
5.0,"Wow I can't believe someone would say this place is pricy?!?!  This is San Francisco after all and all the entrees were priced under $20 and they were all fantastic.  The swordfish portion in particular was 2 x as big as I have had in other fine dining establishments in SF and just as tasty.  There was nothing that was a dud, we had duck, pot roast and the pork chop as well.  The pork chop was one of the best I've ever had. I hope they can keep up the deliciousness when they expand and open the back patio.  Service was efficient and the wine list was not overwhelming with great price points to match the food.  Will be back for sure."
2.0,"Not impressed. Don't seat us at the fricken bar when we can see 5 empty tables the entire time we are there. Skimpy wine pours at ridiculous prices and had to lasso someone for service..,actually had to ASK some guy if he worked there (it was the CHEF on his day off working on holiday menus. ) Never, ever again. Food was NOT worthy."
1.0,"Pretty disappointing evening, and it will be hard to think of returning.After having gone to Fable on several occasions, and having enjoyed some very good meals there, we made a reservation weeks in advance for a Friday night. We had to make a last minute change to add one person and were assured there would be no problem to do so.We showed up at 8pm (the appointed hour) and ultimately left at 8:45, still waiting for a table that was clearly not going to materialize (indeed, as we walked out, the people at the table we were waiting for were being served their entree). In the end, who knows who was at fault, but it does seem that a restaurant that is looking to establish itself in the neighborhood would be more attentive and seek to provide better service. It's not clear what the purpose of making a reservation really is if by 45 minutes after the appointed hour you are still standing there waiting.To be fair, they offered us a spot at the bar area that faces the open kitchen (although it' s not clear how much longer that would have taken). All in all, really disappointing, especially given how much we had enjoyed the food in the past. Not sure we will return and it's hard to recommend a restaurant with this kind of service given the many, superb options in SF.Really too bad.  But I wish them well."
5.0,"I rarely write yelp reviews because I am in the industry and deal with guests and food for a living.  Last night however was so lovely and perfect that I am compelled to share what Fable is doing right.First, I thought a soft open would mean easily getting a table, they've only been open about 5-6 days, how many people could possibly know about it yet?  Wrong.  Packed to the rafters on a Friday night.  Byron did everything right to make the wait for a table a pleasure.  We were offered wine.  We were graciously moved out of the way.  We were seated at the perfect table when we sat down.  Service begins at the front door, and Fable gets 5 stars for managing the wait beautifully.Our server was attentive, never intrusive, and coursed our meal perfectly.  We always had silverware, we always had water, and there were never crumbs on the table.  5 stars there as well.The meal itself was perfect.  We started with pork cheeks, beets and goat cheese in parchment...unusual offerings that were executed perfectly.  We moved on to Pot Roast and Salmon, again, perfect.  Cheese plate and chocolate for dessert...amazing.  Another 5 stars.What impressed me the most about Fable was the understated elegance.  From the initial greet, to the impeccable service, to the perfectly executed food...with lovely ambiance...packed room that still managed to feel intimate...Fable did everything right...impressive when they have only been open for a week.  They have set a very high bar for themselves and if last night was any indication, they will have no problem keeping the momentum."
5.0,"To anyone who is looking to have a wonderful dining experience, Fable is your place. I absolutely loved it. The food is to die for. The service is unbelievable. They've been around a year and I only just heard about the place from a friend who has been a few times. I don't know who the chef is but he is a GOD. I don't know who the person was who served us last night but he was amazing. It's a small place and once it becomes popular it will be impossible to get in. Go check it out. It will be a night you will not regret. My new favorite by far. Thank you Fable for such a lovely experience."
3.0,"When I first went to this place, it was so good... That I made reservations for the following week, after paying the bill... So I never thought I'd be writing this, but... The attention to detail is faltering already... The plate I ordered last night had 3 things on the plate, that were each at different temperatures... The lamb was cold and of the 2 sides... One was hot and the other was tepid ... The bread was also tough last night,      Make your own mind up about it... But with so many great options available down on Valencia St. .. My advise to the chef is... Details, details... details."
4.0,"Food: 8/10. Superb food. Wife had the duck and I had the tri-tip. Both were very good with excellent flavors. Don't need to get a side but I have to say the squash side was amazingly good.Service: 7/10. Attentive, friendly, and slightly awkward.Vibe: 7/10. I really liked the small restaurant and laid back vide. We were seated *right* next to the bar which was a bit of a pity."
5.0,"It's a breath of fresh air to have a restaurant in the Castro that serves fine dining and does it really well.  I had the pork chop and boy was it divine.  It was juicy, a nice cut of meat and very tender.  Also had a side of the vegetable creme something and that had some great flavors as well.  Friends had the duck sausage and he said it was really good.  The appetizers were good too.  Calamari was decent and some tuna tartare was really good with the right amount of spices.  This place is definitely worth checking out again.  Decor and overall ambiance is so so and this has to do I think with the setup of the place itself where the place doesn't open up and where the hallway somehow opens up more in the back.  Patio is closed for now and I think that patio would be great for not so cold nights where one would like to eat in an outdoor setting."
5.0,"This was a great experience.  Yes there was a short wait for our table but the staff kept us informed about the situation, we had our wine and really I do go out to eat to relax and enjoy the company of my friends.  The food was excellent and the service (Thank you Ramsey) was very attentive, friendly and helpful.  I live right around the corner and I'm sure I'll be back often.  They also told us that brunch has been added to the schedule, I predict French Toast in my near future."
5.0,"Chef Hearnsberger, the main owner and formerly of Woodfish Grill is an outstanding chef. Fable is a gorgeous little place with a charming interior and lovely patio out back. The food and service really are impressive- quite possibly the best restaurant in the Castro and one of the best gems in the city. Regardless of your tastes and preferences in food and dining options, you and your friends should at least give this place a onceover. It's definitely worth it."
5.0,"My daughter & I enjoyed a wonderful dinner at Fable. We loved all the dishes (the duck confit w/ scallop!)...and the wine (local Pinot Noir) suggestion from our server was a beautiful compliment to our dinner! I plan to search out a couple of bottles :-) We couldn't say enough about the impeccable service, which included ALL the staff, everyone from the host who seated us to our table service, and of course the servers!Fable is quite small, and so reservations are probably a good idea. We did hear their opening a patio area come late spring summer! We'll be back to check out the new outside seating!!"
4.0,"The slowly receding memories last night from my Fable experience continue to linger as dancing thoughts of the banana pudding haunt my consciousness.   The dessert aside, my second visit to Fable impressed me once again.  This time I noticed the chef standing proudly in front of his open kitchen approving and making final touches to every dish that make their exit from the hands of the subordinate sous chefs.  The menu is consistently fresh with new dishes to reflect the current available meats and vegetables.  I was pleased with my prime rib and the original preparation of the potatoes.  The staff are always pleasant and tentative to your needs.  When your feeling like a night out in the Castro hit this place up."
2.0,"The service was terrible. Just terrible. Our waitress didn't seem to give a sh*t about us and neither of us, my friend and I, felt welcome at this place. The food pretty good, although more expensive than it was worth, and that's the only reason it didn't get one star. I do not recommend and I will not be eating there again."
